Nomor,Kitab,Bab,indo
3810,Peperangan,Kembalinya Rasulullah ﷺ dari perang Ahzab',"'Janganlah seseorang melaksanakan shalat 'Ashar kecuali di perkampungan Bani Quraizhah.' Setelah berangkat, sebagian dari pasukan melaksanakan shalat 'Ashar di perjalanan sementara sebagian yang lain berkata; 'Kami tidak akan shalat kecuali setelah sampai di perkampungan itu.' Sebagian yang lain ber"
3807,Peperangan,Pertempuran Khandaq',"'Laa ilaaha illallah wahdahu laa syariika lahu, Lahul mulku wa lahul hamdu wa huwa 'alaa kulli syai'in qadiir. Aayibuuna taa'ibuuna 'aabiduuna saajiduuna lirabbinaa haamiduun. Shadaqallahu wahdahu wa nashaa 'abdahu wa hazamal ahzaaba wahdah, (Tidak ada ilah yang berhak disembah selain Allah Yang Tun"
3811,Peperangan,Kembalinya Rasulullah ﷺ dari perang Ahzab','Sesungguhnya keluargaku menyuruh aku untuk menemui Nabi shallallahu 'alaihi wasallam lalu meminta apa yang telah aku berikan atau sebagiannya.' Sementara Nabi shallallahu 'alaihi wasallam telah memberikan kebun kurma itu kepada Ummu Aiman. Lalu Ummu Aiman datang dan meletakkan kain di leherku seray
3809,Peperangan,Kembalinya Rasulullah ﷺ dari perang Ahzab','Seolah-olah aku melihat debu-debu beterbangan di lorong-lorong jalan suku Bani Ghanmin. Hal ini sebagi bukti keterlibatan malaikat Jibril -shalawatullah 'alaihi- ketika Rasulullah shallallahu 'alaihi wasallam menyerbu perkampungan Bani Quraizhah.'
3812,Peperangan,Kembalinya Rasulullah ﷺ dari perang Ahzab',"'Penduduk Quraizhah setuju dengan ketetapan hukum yang akan diputuskan oleh Sa'ad bin Mu'adz. Lalu Nabi shallallahu 'alaihi wasallam mengutus seseorang untuk memanggilnya, dia lalu datang dengan mengendarai keledai. Ketika dekat dengan masjid, beliau berkata kepada kaum Anshar: 'Berdirilah kalian un"
3806,Peperangan,Pertempuran Khandaq',"'Ya Allah, Yang menurunkan Kitab, Yang cepat hisab-Nya, kalahkanlah pasukan sekutu. Ya Allah, taklukanlah mereka dan cerai-beraikanlah mereka.'"
3803,Peperangan,Pertempuran Khandaq',"'Wahai Rasulullah, aku hampir saja tidak mendirikan shalat hingga matahari terbenam.' Nabi shallallahu 'alaihi wasallam bersabda: 'Demi Allah, aku juga belum melaksanakan shalat'. Kemudian kami singgah bersama Nabi shallallahu 'alaihi wasallam di Buthan kemudian beliau berwudlu' begitu juga kami ber"
3800,Peperangan,Pertempuran Khandaq',"'Sekarang kita akan menyerang mereka, dan mereka tidak akan menyerang kita.'"
3814,Peperangan,Kembalinya Rasulullah ﷺ dari perang Ahzab',"'Seranglah mereka, atau hancurkanlah mereka, karena jibril selalu bersamamu'. Dan Ibrahim bin Thahman menambahkan dari Asy Syaibani dari 'Adi bin Tsabit dari Al Bara` bin 'Azib ia berkata; Rasulullah shallallahu 'alaihi wasallam bersabda kepada Hasaan bin Tsabit pada perang Quraizhah: 'Seranglah kau"
3808,Peperangan,Kembalinya Rasulullah ﷺ dari perang Ahzab','Apakah anda hendak meletakan senjata? Demi Allah kami tidak akan meletakkannya. Keluarlah anda (untuk memerangi) mereka.' Beliau bertanya: 'Kemana?' Jibrilmenjawab: 'Kesana.' Jibril memberi isyarat (untuk pergi memerangi) Bani Quraizhah. Maka Nabi shallallahu 'alaihi wasallam berangkat menyerbu mer
3816,Peperangan,Pertempuran Dzatur Riqa`','Kami keluar bersama Nabi shallallahu 'alaihi wasallam dalam suatu peperangan. Saat itu kami berjumlah enam orang dan kami hanya memiliki satu ekor unta yang kami gunakan secara bergantian. Kaki-kaki kami menjadi tipis (kerena berjalan) begitu juga kuku menjadi tipis hingga kuku-kuku kakiku tercabut
3822,Peperangan,Pertempuran Dzatur Riqa`',"'Maka kami tidur sejenak. Tidak lama kemudian Rasulullah shallallahu 'alaihi wasallam memanggil kami, ketika kami mnemui beliau, ternyata dihadapan beliau ada seorang Arab Badui sedang terduduk. Rasulullah shallallahu 'alaihi wasallam bersabda: 'Orang ini telah mengambil pedangku saat aku tidur, lal"
3815,Peperangan,Pertempuran Dzatur Riqa`',' Bakr bin Sawadah mengatakan; telah menceritakan kepadaku Ziyad bin Nafi' dari Abu Musa bahwa Jabir menceritakan kepada mereka; Nabi shallallahu 'alaihi wasallam melaksanakan shalat bersama mereka pada perang Muharib dan Tsa'labah'. Dan berkata Ibnu Ishaq aku mendengar Wahb bin Kaisan aku mendengar
3817,Peperangan,Pertempuran Dzatur Riqa`',' Mu'adz mengatakan; telah menceritakan kepada kami Hisyam dari Abu Az Zubair dari Jabir ia berkata; 'Kami bersama Nabi shallallahu 'alaihi wasallam di wilayah Nakhl'. Lalu Jabir menceritakan tentang shalat khauf. Malik berkata; 'Ini adalah keterangan yang paling baik yang pernah aku dengar tentang 
3819,Peperangan,Pertempuran Dzatur Riqa`',"'bnu Umar radliallahu 'anhuma berkata; 'Aku pernah ikut perang bersama Rasulullah shallallahu 'alaihi wasallam ke arah Najed, ketika posisi kami berhadapan dengan musuh, kami mengerjakan shalat sambil menghadap ke arah musuh.'"
3823,Peperangan,Pertempuran Bani Musthaliq',"'Ketika aku masuk masjid, aku melihat Abu Sa'id Al Khudri, lalu aku duduk di sampingnya. Aku bertanya kepadanya tentang 'azal (senggama terputus). Abu Sa'id menjawab; 'Kami bersama Rasulullah shallallahu 'alaihi wasallam pernah keluar pada perang Bani Al Mushtahaliq, kemudian kami berhasil menawan p"
3821,Peperangan,Pertempuran Dzatur Riqa`','abir mengabarkan bahwa dia pernah ikut perang bersama Rasulullah shallallahu 'alaihi wasallam ke arah Najed.'
3813,Peperangan,Kembalinya Rasulullah ﷺ dari perang Ahzab',"'Sa'ad terluka pada perang Khandaq karena panah seorang Quraisy bernama Hibban bin 'Ariqah, -dia adalah Hibban bin Qais dari Bani Ma'ish bin 'Amir bin Lu'ay- Dia memanahnya tepat mengenai urat bahu Sa'ad. Kemudian Nabi shallallahu 'alaihi wasallam membuatkan kemah dekat masjid supaya mudah menjenguk"
3818,Peperangan,Pertempuran Dzatur Riqa`',"'(Dalam shalat khauf), imam berdiri menghadap qiblat, sedangkan satu kelompok shalat bersama imam dan sekelompok lainnya menghadap ke arah musuh. Imam shalat bersama kelompok orang yang bersamanya (kelompok pertama) satu raka'at, setelah itu mereka berdiri dan ruku' untuk diri mereka masing-masing s"
3825,Peperangan,Pertempuran Anmar',"'Pada saat perang Anmar, aku melihat Nabi shallallahu 'alaihi wasallam shalat sunnah di atas tunggangannya menghadap ke arah timur.'"
3820,Peperangan,Pertempuran Dzatur Riqa`',"'asulullah shallallahu 'alaihi wasallam shalat bersama salah satu kelompok, sementara kelompok yang lain (berjaga-jaga) menghadapi musuh. Kemudian kelompok yang shalat bersama beliau beranjak dan menempati posisi kelompok yang semula menghadap musuh, lalu kelompok yang semula berjaga-jaga (menghadap"
3826,Peperangan,Hadits Ifki',"'Apabila Rasulullah shallallahu 'alaihi wasallam hendak mengadakan suatu perjalanan, beliau biasa mengundi diantara istri-istri beliau, jika nama seorang dari mereka keluar, berarti dia ikut bepergian bersama beliau. Pada suatu hari beliau mengundi nama-nama kami untuk suatu peperangan yang beliau l"
3824,Peperangan,Pertempuran Bani Musthaliq',"'Kami pernah ikut perang bersama Rasulullah shallallahu 'alaihi wasallam di wilayah Najed. Ketika waktu isirahat siang tiba, di saat beliau berada dekat lembah yang banyak pepohonan berduri, beliau singgah di bawah pohon untuk berteduh di bawahnya sambil menggantungkan pedangnya di pohon tersebut. S"
3827,Peperangan,Hadits Ifki',"'Tidak. Akan tetapi dua orang dari kaummu yang mengabarkan kepadaku, yaitu Abu Salamah bin Abdurrahman dan Abu Bakr bin Abdurrahman bin Al Harits bahwa 'Aisyah radliallahu 'anha pernah berkata kepada keduanya bahwa 'Ali menerima. Lalu mereka kembali bertanya tapi Az Zuhri tidak menjawabnya. Dia berk"
3830,Peperangan,Hadits Ifki',"'Janganlah kamu mencelanya karena dia termasuk orang yang pernah melindungi Rasulullah shallallahu 'alaihi wasallam. 'Aisyah berkata; 'Dia pernah meminta izin kepada Nabi shallallahu 'alaihi wasallam untuk mencela kaum Musyrikin, beliau bertanya; 'Bagaimana dengan nasabku (keturunanku)?'. Hassan ber"
3831,Peperangan,Hadits Ifki',"'Aku menemui 'Aisyah sementara Hassan bin Tsabit di sampingnya tengah melantunkan bait-bait sya'ir untuk memujinya. Hassan bersya'ir; 'Yang memelihara dirinya, teguh dan tidak mudah terperdaya, Jadilah ia sasaran orang-orang yang lalai.' 'Aisyah berkata kepadanya; 'Tetapi kamu tidak termasuk seperti"
3832,Peperangan,Pertempuran Hudaibiyah',"'Kami keluar bersama Rasulullah shallallahu 'alaihi wasallam saat perang Hudaibiyyah, suatu malam hujan turun. Setelah Rasulullah shallallahu 'alaihi wasallam memimpin kami shalat Shubuh, beliau menghadapkan wajahnya kepada orang-orang seraya bersabda: 'Tahukah kalian apa yang sudah difirmankan oleh"
3837,Peperangan,Pertempuran Hudaibiyah',"'Para shahabat mengalami kehausan pada peristiwa Hudaibiyyah, sementara Rasulullah shallallahu 'alaihi wasallam hanya memiliki kantung air terbuat dari kulit, lalu beliau wudlu' dengan air tersebut. Setelah itu Rasulullah shallallahu 'alaihi wasallam mendatangi para shahabat dan bertanya: 'Ada apa d"
3838,Peperangan,Pertempuran Hudaibiyah',"'Aku berkata kepada Sa'id bin Al Musayyab; 'Telah sampai kepadaku berita bahwa Jabir bin Abdullah berkata, bahwa saat itu (peristiwa Hudaibiyyah) mereka berjumlah seribu empat ratus orang.' Lantas Sa'id berkata kepadaku; telah menceritakan kepadaku Jabir bahwa jumlah mereka seribu lima ratus orang, "
3840,Peperangan,Pertempuran Hudaibiyah','Orang-orang shalih dari generasi-generasi awal (yang ikut bai'at di bawah pohon) telah meninggal dunia dan yang tersisa hanya ampas bagaikan ampas kurma dan gandum yang Allah tidak mempertimbangkan mereka sedikitpun.'
3841,Peperangan,Pertempuran Hudaibiyah',"'Pada peristiwa Hudaibiyyah, Nabi shallallahu 'alaihi wasallam berangkat dari Madinah bersama para sahabat yang berjumlah sekitar seribu orang lebih. Ketika sampai di Dzul Hulaifah, Nabi shallallahu 'alaihi wasallam mengikat dan menandai hewan qurban beliau, lalu memulai ihram dari san`a.' Sudah tid"
3828,Peperangan,Hadits Ifki',"'Saat aku dan 'Aisyah duduk, tiba-tiba datang seorang wanita Anshar seraya berkata; 'Semoga Allah berbuat terhadap fulan dan pasti berbuat.' Maka Ummu Ruman bertanya; 'Ada apa sebenarnya?'. Wanita itu berkata; 'Putraku termasuk orang yang menyebarkan berita ini.' 'Aisyah bertanya; 'Berita apa itu?'."
3842,Peperangan,Pertempuran Hudaibiyah',"'Barangkali kutu di kepala sangat mengganggumu?'. Dia menjawab: 'Benar'. Beliau lalu memerintahkan dia agar mencukur rambutnya. Saat itu beliau berada di Hudaibiyyah dan belum menjelaskan kepada mereka bahwa mereka harus bertahallul disana, padahal mereka berhasrat dapat memasuki Makkah. Akhirnya Al"
3829,Peperangan,Hadits Ifki',"'idz talaqqaunahu bi alsinatakum' (Ketika kalian menerima berita bohong itu dari mulut-mulut kalian'), dia berkata; '(talaqqau dari kata) al walqu artinya kedustaan.' Ibnu Abu Mulaikah berkata; 'Aisyah adalah orang yang paling tahu (tentang hal itu) daripada orang lain, karena memang ayat itu turun "
3843,Peperangan,Pertempuran Hudaibiyah',"'Kami keluar bersama 'Umar bin Al Khaththab radliallahu 'anhu menuju pasar, tiba-tiba seorang wanita muda bertemu 'Umar seraya berkata; 'Wahai amirul mu'minin, suamiku telah meninggal dunia, padahal dia meninggalkan anak-anak yang masih kecil. Demi Allah, mereka belum dapat memasak dan mereka tidak "
3844,Peperangan,Pertempuran Hudaibiyah',"'Sungguh aku pernah melihat pohon itu (bai'atur ridlwan), setelah beberapa lama aku mendatanginya, namun aku tidak mengenalinya lagi.'"
3847,Peperangan,Pertempuran Hudaibiyah',"'Diceritakan kepada Sa'id bin Al Musayyab tentang pohon bai'atur ridlwan, dia tertawa seraya berkata; Bapakku telah mengabarkan kepadaku bahwa dia termasuk orang yang ikut dalam bai'atur ridlwan.'"
3833,Peperangan,Pertempuran Hudaibiyah',"'nas radliallahu 'anhu mengabarkan kepadanya, ia berkata; Rasulullah shallallahu 'alaihi wasallam melaksanakan 'umrah sebanyak empat kali, semuanya pada bulan Dzul Qa'dah kecuali 'umrah yang beliau laksanakan bersama hajji beliau, yaitu 'umrah beliau dari Hudaibiyyah pada bulan Dzul Qa'dah dan 'umra"
3848,Peperangan,Pertempuran Hudaibiyah',"'Bila suatu kaum datang menemui Nabi shallallahu 'alaihi wasallam dengan membawa sedekah, beliau lalu mendo'akannya: 'Allahumma shalli 'alaihim' (Ya Allah, berilah ampunan kepada mereka). Setelah itu bapakku menemui beliau sambil membawa sedekahnya. Beliaupun mendo'akanya: 'Allahumma shalli 'alaa aa"
3849,Peperangan,Pertempuran Hudaibiyah',"'Ketika terjadi peperangan Harrah dan orang-orang berbai'at kepada Abdullah bin Hanzhalah, maka Ibnu Zaid berkata; 'Untuk apa orang-orang berbai'at kepada Ibnu Hanzhalah?.' Dikatakan kepadanya; 'Untuk kematian.' Ibnu Zaid berkata; 'Aku tidak akan berbai'at kepada seseorang untuk hal itu setelah Rasu"
3834,Peperangan,Pertempuran Hudaibiyah',"'Kami berangkat bersama Nabi shallallahu 'alaihi wasallam saat perang Hudaibiyyah, lalu para shahabat berihram sementara beliau tidak.'"
3836,Peperangan,Pertempuran Hudaibiyah',"'. Setelah orang-orang menemui Rasulullah shallallahu 'alaihi wasallam, beliau segera mendatangi sumur itu dan duduk di tepinya, beliau bersabda; 'Bawakan aku bejana berisi air.' Setelah bejana diberikan kepada beliau, beliau meludahinya kemudian berdo'a. Selanjutnya beliau bersabda: 'Biarkanlah sej"
3850,Peperangan,Pertempuran Hudaibiyah',"'Kami pernah shalat Jum'at bersama Nabi shallallahu 'alaihi wasallam, seusai shalat kami beranjak pergi. Saat itu, tidak ada bayangan dinding yang dapat kami jadikan untuk tempat berteduh.'"
3835,Peperangan,Pertempuran Hudaibiyah','Kalian mengira penaklukan kota Makkah adalah kemenangan dan memang itu suatu kemenangan. Namun kami menganggap kemenganan itu bermula saat Bai'atur Ridlwan pada peristiwa Hudaibiyyah. Saat itu kami bersama Nabi shallallahu 'alaihi wasallam berjumlah seribu empat ratus orang. Hudaybiyah adalah sebua
3839,Peperangan,Pertempuran Hudaibiyah',"'Kalian adalah sebaik-baiknya penduduk bumi.' Saat itu kami berjumlah seribu empat ratus orang. Seandainya hari ini aku dapat melihat, pasti aku akan tunjukkan kepada kalian posisi pohon tersebut.' Hadits ini juga diperkuat oleh Al A'masy dia mendengar Salim yang mendengar Jabir berkata; 'Jumlah kam"
3852,Peperangan,Pertempuran Hudaibiyah',"'Beruntunglah kamu karena mendampingi Nabi shallallahu 'alaihi wasallam dan berbai'at kepadanya di bawah pohon pada bai'atur ridlwan.' Al Bara' berkata; 'Wahai anak saudaraku, kamu tidak tahu apa yang kami perbuat setelah itu.'"
3846,Peperangan,Pertempuran Hudaibiyah',"'elah menceritakan kepada kami Abu 'Awanah telah menceritakan kepada kami Thariq dari Sa'id bin Al Musayyab dari Bapaknya -dia termasuk sahabat yang ikut berbai'at di bawah pohon itu- Kemudian kami keluar pada tahun berikutnya, namun pohon tersebut tidak terlihat lagi oleh kami."
3854,Peperangan,Pertempuran Hudaibiyah',"'Sesungguhnya Kami telah memberi kepadamu kemenagnan yang nyata', maksudnya adalah perjanjian Hudaibiyyah. Kemudian para shahabat berkata; 'Sungguh indah dan menyenangkan. Lalu untuk kami apa?'. Maka Allah Ta'ala berfirman 'Untuk memasukkan orang-orang beriman laki-laki dan perempuan ke dalam surga-"
3853,Peperangan,Pertempuran Hudaibiyah','sabit bin Adl Dlahhak mengabarkan kepadanya bahwa dia ikut berbai'at kepada Nabi shallallahu 'alaihi wasallam di bawah pohon pada bai'atur ridlwan.'
3856,Peperangan,Pertempuran Hudaibiyah',"'ia mengeluhkan lututnya yang sakit, apabila sujud dia meletakkan bantal di bawah lututnya."
3845,Peperangan,Pertempuran Hudaibiyah',"'Aku berangkat untuk menunaikan 'ibadah hajji, aku lewat di hadapan suatu kaum yang sedang melaksanakan shalat. Aku bertanya; 'Masjid apa ini?'. Mereka menjawab; 'Ini adalah pohon dimana Rasulullah shallallahu 'alaihi wasallam membai'at para shahabat beliau ketika bai'atur ridlwan'. Kemudian aku men"
3857,Peperangan,Pertempuran Hudaibiyah',"'Rasulullah shallallahu 'alaihi wasallam dan para shahabat beliau pernah di hidangkan makanan dari tepung, lalu mereka mengedarkan makanan tersebut (untuk dimakan).' Hadits ini diperkuat juga oleh Mu'adz dari Syu'bah."
3862,Peperangan,Pertempuran Hudaibiyah',"'Rasulullah shallallahu 'alaihi wasallam menguji wanita mukminat yang datang berhijrah kepada beliau berdasarkan ayat ini: 'Wahai Nabi, jika datang kepadamu wanita-wanita mu'minat untuk berbai'at kepadamu...'. QS Al Mumtahanah: 12. Dan dari pamannya berkata; telah sampai kepada kami ketika Allah Ta'"
3851,Peperangan,Pertempuran Hudaibiyah','Untuk apa kalian berbai'at kepada Rasulullah shallallahu 'alaihi wasallam pada peristiwa Hudaibiyyah?'. Salamah menjawab; 'Untuk kematian.'
3858,Peperangan,Pertempuran Hudaibiyah','Apakah shalat witir dapat dianggap gugur?'. Dia menjawab; 'Jika kamu telah mengerjakan witir di awal (malam) janganlah kamu kerjakan lagi di akhir (malam).'
3859,Peperangan,Pertempuran Hudaibiyah',"'Celaka kamu wahai 'Umar, kamu telah bertanya dengan memelas kepada Rasulullah shallallahu 'alaihi wasallam sebanyak tiga kali namun semuanya tidak dijawab.' Umar melanjutkan; 'Kemudian aku menghentak untaku lalu berjalan di depan kaum Muslimin. Aku khawatir seandainya turun wahyu dalam Al Qur'an ya"
3860,Peperangan,Pertempuran Hudaibiyah',"'Aku hafal sebagiannya lalu Ma'mar menegaskannya kepadaku dari 'Urwah bin Az Zubair dari Al Miswar bin Makhramah dan Marwan bin Al Hakam keduanya saling menambahkan satu sama lain, keduanya berkata; 'pada peristiwa Hudaibiyyah Nabi shallallahu 'alaihi wasallam berangkat dari Madinah bersama sekitar "
3865,Peperangan,Pertempuran Hudaibiyah',"'Sebaiknya anda melaksanakan ('umrah) tahun depan, sebab aku khawatir anda tidak akan sampai ke Baitullah.' Mendengar itu Abdullah bin 'Umar berkata; 'Kami pernah keluar bersama Nabi shallallahu 'alaihi wasallam, namun orang-orang kafir Quraisy menghalangi beliau dari Baitullah. Maka Nabi shallallah"
3855,Peperangan,Pertempuran Hudaibiyah',"'Sungguh aku telah menyalakan api di bawah tungku untuk memasak daging keledai, tiba-tiba seorang penyeru Rasulullah shallallahu 'alaihi wasallam berseru; 'Sesungguhnya Rasulullah shallallahu 'alaihi wasallam telah melarang kalian memakan daging keledai.'"
3861,Peperangan,Pertempuran Hudaibiyah',"'Tidak ada seorang pun dari kami yang datang kepadamu, sekalipun dia beragama dengan agamamu, melainkan kamu harus mengambalikannya kepada kami.' (Beliau bersabda); 'Dengan syarat kamu memberi kebebasan kepada kami untuk mengunjungi Baitullah.' Namun Suhail tidak mau untuk menuruti apa yang disyarat"
3864,Peperangan,Pertempuran Hudaibiyah',"'Sekalipun aku dihalangi dari Baitullah, aku akan tetap melaksanakannya sebagaimana Nabi shallallahu 'alaihi wasallam melaksanakannya ketika beliau dihalangi dari Baitullah oleh kaum Kafir Quraisy. Dia kemudian membaca 'Sesungguhnya telah ada pada diri Rasulullah suri tauladan yang baik buat kalian."
